 ID     X      Y      Rrup         D           Rfn         Rfp          s            h          ctildepr    IDP          C          S            U            T         fD 2.00s        fD 3.00s        fD 5.00s        fD 10.00s    
 217,   177,    76,  31.0521991,  91.9320080, -0.7580222,  0.2005451,  90.4009036,  18.6249805, 1.878751, 2.213304,  0.6537886,   4.3174881, 172.5339031, 31.1072956, 8.6595093e-02, 1.1196738e-01, 1.4388074e-01, 8.8029144e-02
 216,   177,    56,  11.3248948,  89.3777871, -0.9393483,  0.1304001,  87.4960477,  18.6249805, 2.712139, 4.094517,  1.0000000,   4.3174881, 169.6290472, 11.3203431, 3.1497432e-01, 4.0712966e-01, 5.2294511e-01, 8.6703935e-01
 352,   177,    66,  21.1882978,  90.6489079, -0.8628785,  0.1761233,  88.9483697,  18.6249805, 2.189208, 3.201307,  0.8419441,   4.3174881, 171.0813692, 21.2135694, 2.0653869e-01, 2.6698509e-01, 3.4296339e-01, 4.9716129e-01
 215,   178,    36,   8.4825313,  86.6180487, -0.9559032,  0.0076400,  84.5919409,  18.6249805, 2.938588, 4.127233,  1.0000000,   4.3174881, 166.7249404, -8.4678712, 3.1894604e-01, 4.1226279e-01, 5.2953736e-01, 8.8058701e-01
 351,   178,    46,   1.5103902,  88.0369082, -0.9733920,  0.0702009,  86.0442172,  18.6249805, 3.758250, 4.213524,  1.0000000,   4.3174881, 168.1772167,  1.4257576, 3.2942180e-01, 4.2580189e-01, 5.4692506e-01, 9.1632023e-01
 257,    47,    86, 117.9367205, 106.0907717, -0.9654784,  0.1510800, 104.6261155,  18.6249805, 3.750294, 4.219168,  1.0000000,   4.3174881, 302.6076666, 22.1222821, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 256,    47,    76, 115.0481218, 106.2212922, -0.9835706,  0.1163870, 104.6271879,  18.6249805, 3.833491, 4.276182,  1.0000000,   4.3174881, 301.1562858, 12.2283665, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 347,   167,    86,  39.4684369, 103.0060654, -0.7041282,  0.2175864, 101.7474177,  18.6249805, 1.778502, 1.886969,  0.5930313,   4.3174881, 183.8804173, 39.5489811, 4.6978062e-02, 6.0765469e-02, 7.8124296e-02, -4.7106049e-02
 255,    47,    66, 112.9682610, 106.2724038, -0.9928004,  0.0797540, 104.6275963,  18.6249805, 3.878214, 4.300212,  1.0000000,   4.3174881, 299.7036402,  2.3341417, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 254,    47,    56, 111.7472957, 106.2724038, -0.9925967,  0.0422935, 104.6275963,  18.6249805, 3.872372, 4.289413,  1.0000000,   4.3174881, 298.2507476, -7.5601347, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 344,   167,    56,   9.8764363,  99.1053285, -0.9557553,  0.1222736,  97.3905026,  18.6249805, 2.901052, 4.160094,  1.0000000,   4.3174881, 179.5235021,  9.8675049, 3.2293543e-01, 4.1741878e-01, 5.3615898e-01, 8.9419500e-01
 343,   168,    46,   0.4992125,  97.7297604, -0.9787104,  0.0625254,  95.9386062,  18.6249805, 3.935113, 4.234185,  1.0000000,   4.3174881, 178.0716057, -0.0268157, 3.3193004e-01, 4.2904360e-01, 5.5108824e-01, 9.2487594e-01
 346,   167,    76,  29.6043621, 101.6954029, -0.8080050,  0.2042229, 100.2945976,  18.6249805, 2.001610, 2.620425,  0.7282487,   4.3174881, 182.4275971, 29.6550810, 1.3601956e-01, 1.7584464e-01, 2.2591558e-01, 2.5661788e-01
 258,    47,    96, 121.5777089, 105.9656299, -0.9393304,  0.1828725, 104.6250431,  18.6249805, 3.628731, 4.131689,  1.0000000,   4.3174881, 304.0602716, 32.0156098, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 345,   167,    66,  19.7407577, 100.3947621, -0.8955635,  0.1716372,  98.8420260,  18.6249805, 2.339276, 3.672764,  0.9328944,   4.3174881, 180.9750255, 19.7616525, 2.6377355e-01, 3.4095667e-01, 4.3796194e-01, 6.9239156e-01
 88,   102,    16,  65.5523885, 106.2724038, -0.8688942, -0.0942412, 104.6275963,  18.6249805, 3.017508, 3.773441,  1.0000000,   4.3174881, 238.8568467, -39.7850196, 4.0917401e-02, 5.2889952e-02, 6.7937035e-02, 1.0883040e-01
 336,   158,    46,   1.9712118, 106.2724038, -0.9819817,  0.0551905, 104.6275963,  18.6249805, 3.901913, 4.246385,  1.0000000,   4.3174881, 187.9650782, -1.4786494, 3.3341116e-01, 4.3095783e-01, 5.5354661e-01, 9.2992810e-01
 210,   158,    36,  11.3835062, 106.0286166, -0.9603732, -0.0026210, 104.3799676,  18.6249805, 2.862491, 4.146415,  1.0000000,   4.3174881, 186.5129671, -11.3725863, 3.2127484e-01, 4.1527259e-01, 5.3340272e-01, 8.8853066e-01
 335,   158,    26,  21.2728674, 104.5986577, -0.9030864, -0.0513439, 102.9271067,  18.6249805, 2.329214, 3.619476,  0.9267966,   4.3174881, 185.0601062, -21.2670260, 2.5730433e-01, 3.3259572e-01, 4.2722433e-01, 6.7032483e-01
