 ID     X      Y      Rrup         D           Rfn         Rfp          s            h          ctildepr    IDP          C          S            U            T         fD 2.00s        fD 3.00s        fD 5.00s        fD 10.00s    
 217,   177,    76,  31.0521991, 166.6105854, -0.9068374,  0.1980345, 165.7464287,  18.8638056, 2.385746, 3.851469,  0.9610579,   4.3174881, 172.5339031, 31.1072956, 2.8546836e-01, 3.6899552e-01, 4.7397105e-01, 7.6639341e-01
 216,   177,    56,  11.3248948, 163.8870935, -0.9768012,  0.1205112, 162.8415728,  18.8638056, 3.157392, 4.249302,  1.0000000,   4.3174881, 169.6290472, 11.3203431, 3.3376531e-01, 4.3141555e-01, 5.5413444e-01, 9.3113613e-01
 352,   177,    66,  21.1882978, 165.2461811, -0.9484130,  0.1621228, 164.2938948,  18.8638056, 2.702443, 4.154158,  1.0000000,   4.3174881, 171.0813692, 21.2135694, 3.2221472e-01, 4.1648731e-01, 5.3496274e-01, 8.9173662e-01
 215,   178,    36,   8.4825313, 161.0460685, -0.9864798,  0.0287871, 159.9374660,  18.8638056, 3.328369, 4.260928,  1.0000000,   4.3174881, 166.7249404, -8.4678712, 3.3517664e-01, 4.3323958e-01, 5.5647696e-01, 9.3595022e-01
 351,   178,    46,   1.5103902, 162.4884367, -0.9899479,  0.0752223, 161.3897423,  18.8638056, 3.861359, 4.286410,  1.0000000,   4.3174881, 168.1772167,  1.4257576, 3.3827015e-01, 4.3723770e-01, 5.6161157e-01, 9.4650229e-01
 257,    47,    86, 117.9367205, 180.8504009, -0.9777578,  0.1362102, 179.9716406,  18.8638056, 3.861741, 4.262224,  1.0000000,   4.3174881, 302.6076666, 22.1222821, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 256,    47,    76, 115.0481218, 180.9284552, -0.9887102,  0.1083255, 179.9727130,  18.8638056, 3.932272, 4.294289,  1.0000000,   4.3174881, 301.1562858, 12.2283665, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 347,   167,    86,  39.4684369, 177.8407935, -0.8753227,  0.2199126, 177.0929428,  18.8638056, 2.234135, 3.386854,  0.8691727,   4.3174881, 183.8804173, 39.5489811, 2.2906406e-01, 2.9609737e-01, 3.8035105e-01, 5.7399618e-01
 255,    47,    66, 112.9682610, 180.9590218, -0.9945626,  0.0794842, 179.9731214,  18.8638056, 3.967174, 4.307703,  1.0000000,   4.3174881, 299.7036402,  2.3341417, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 254,    47,    56, 111.7472957, 180.9590218, -0.9950902,  0.0501704, 179.9731214,  18.8638056, 3.959301, 4.301747,  1.0000000,   4.3174881, 298.2507476, -7.5601347, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 344,   167,    56,   9.8764363, 173.7340391, -0.9814141,  0.1127426, 172.7360276,  18.8638056, 3.276181, 4.265111,  1.0000000,   4.3174881, 179.5235021,  9.8675049, 3.3568449e-01, 4.3389593e-01, 5.5731988e-01, 9.3768250e-01
 343,   168,    46,   0.4992125, 172.3197516, -0.9912761,  0.0689473, 171.2841313,  18.8638056, 3.959207, 4.290163,  1.0000000,   4.3174881, 178.0716057, -0.0268157, 3.3872573e-01, 4.3782651e-01, 5.6236776e-01, 9.4805632e-01
 346,   167,    76,  29.6043621, 176.4666909, -0.9216176,  0.1898131, 175.6401227,  18.8638056, 2.476551, 4.062589,  1.0000000,   4.3174881, 182.4275971, 29.6550810, 3.1109827e-01, 4.0212018e-01, 5.1651163e-01, 8.5381800e-01
 258,    47,    96, 121.5777089, 180.7755601, -0.9620094,  0.1626987, 179.9705682,  18.8638056, 3.759455, 4.212446,  1.0000000,   4.3174881, 304.0602716, 32.0156098, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00
 345,   167,    66,  19.7407577, 175.0974682, -0.9576525,  0.1536392, 174.1875511,  18.8638056, 2.805787, 4.187526,  1.0000000,   4.3174881, 180.9750255, 19.7616525, 3.2626564e-01, 4.2172281e-01, 5.4168647e-01, 9.0555447e-01
