ID,Short Name,Run IDs,Vs30,Depth 2.5 km/sec,Vs30 Type,Depth 1.0 km/sec,Source ID,Rup ID,DistanceJB,DistanceRup,DistanceSeis,DistanceX,mean (CB2008),std. dev. (CB2008),mean (Boore2008),std. dev. (Boore2008),mean (CY2008),std. dev. (CY2008),mean (AS2008),std. dev. (AS2008)
18,USC,"747,778,801,827,930,983",280.0,3.874125,Inferred,575.8070068359375,79,0,75.30275212638456,75.30290408685386,75.83904739841611,-61.03405904158739,-1.947135947827704,0.5705515725609481,-1.7713024345709065,0.594,-1.874456780904417,0.5556494290476272,-1.921827080722082,0.5615807604704851
19,PAS,"748,785",748.0,0.30839474487304686,Inferred,8.46961498260498,79,0,60.0223572934156,60.022547939625476,60.5315680240668,-43.42041621268189,-2.0589509120972345,0.598553807563786,-1.862684231014578,0.594,-1.9454513629437344,0.6000743957600299,-2.0711619433719277,0.600412338526259
20,LADT,"749,831",390.0,2.613642578125,Inferred,305.8071594238281,79,0,71.33032296608515,71.33048338930706,71.86159632110079,-56.570640958581244,-2.047196264302534,0.5839910671023733,-1.836933884432993,0.594,-1.9203724249138023,0.5770203699536617,-1.979147436206106,0.5783351282126895
21,LBP,750,236.0,2.31894775390625,Inferred,421.5738525390625,79,0,87.99571888717098,87.99584892809555,88.59037221519556,-84.12907018838929,-2.159309813527507,0.5695319264036498,-1.8589424172595832,0.594,-1.989370594918776,0.5501398664833436,-1.99596480086839,0.5556220675006948
22,WNGC,"751,781,811,823,829",280.0,2.805896240234375,Inferred,504.44607543945307,79,0,56.35454057895388,56.354743633266196,56.942699668838806,-49.23412214178517,-1.7708075800982122,0.5666014808049971,-1.4926842445092452,0.594,-1.590213614978202,0.5431578330334128,-1.7001187305759042,0.5521902555870646
23,SABD,752,280.0,2.36867041015625,Inferred,364.7810363769531,79,0,68.90223823332086,68.90240430977354,69.52282327864872,-68.90202617092487,-1.955602613481004,0.5712504390200542,-1.677130453616123,0.594,-1.783861839956728,0.5518996261098413,-1.8531494673620783,0.5588592457028987
24,SBSM,"753,782,810",280.0,1.824324951171875,Inferred,325.2884521484375,79,0,11.38219383391622,11.383199136404391,12.32775105344003,-11.378041739296537,-0.6478375825810363,0.5179686258033757,-0.5688402991077464,0.594,-0.4429088793281204,0.4781723453561048,-0.669094920567944,0.4799826166296171
25,FFI,754,390.0,4.94453857421875,Inferred,89.78324127197266,79,0,87.95855621675591,87.95868631262296,88.30062653394175,-39.75480518185273,-2.062723896527446,0.5836359564502459,-2.093369712333897,0.594,-2.158235302697421,0.5816535202769557,-2.150906956681636,0.5820401916326351
26,CCP,755,387.0,3.22153369140625,Inferred,381.51092529296875,79,0,84.48385005352768,84.48398550005288,84.98120854561596,-63.06564303062244,-2.1856705450990117,0.5854989613915266,-2.0376128722698272,0.594,-2.1078019346559427,0.5803762608299317,-2.1150483023020743,0.581039442845157
27,SMCA,756,387.0,2.479776611328125,Inferred,526.83056640625,79,0,92.8864553410822,92.88657853499102,93.38679553911926,-70.85948754112827,-2.3069614135873886,0.5869977923890849,-2.165147773924751,0.594,-2.2212901668444083,0.5824544393252798,-2.1931661413425165,0.5826183954896246
28,PTWN,215,748.0,0.0,Inferred,0.0,79,0,23.67737783853591,27.008765086752096,27.008765086752096,27.415661356422003,-1.2462257813291613,0.5962231731805727,-1.0764382496811102,0.594,-1.0572862532458496,0.5976033319895431,-1.2621691786531921,0.5964381763877564
29,PERR,"216,758",748.0,0.0,Inferred,0.0,79,0,35.94868459960207,35.94900291451578,36.62671882162381,-35.94830353486208,-1.553326754113609,0.5972898363293202,-1.384220041387552,0.594,-1.401662954067076,0.5986132203779372,-1.6316374989811828,0.5985591679610507
30,GAVI,"217,759",748.0,0.0,Inferred,0.0,79,0,42.31684260270281,42.31711301551798,42.975668651487034,-42.31512218635864,-1.715656824131108,0.5977515624512564,-1.522063644066764,0.594,-1.5709703714403833,0.5990923483794872,-1.77074817887711,0.5992166102963054
31,MBRD,"218,760,783",387.0,0.3061561279296875,Inferred,150.0,79,0,25.190869916346557,25.19132416623809,25.927965976908848,-25.189698127441833,-1.1176242738313722,0.5654623496995019,-0.9965843986819407,0.594,-0.9218007540160061,0.5504617131496732,-1.1663077809542568,0.5509967828422144
32,PEDL,"219,761,834,875,932",748.0,0.3061571044921875,Inferred,150.0,79,0,26.483309350195828,26.483741432138455,27.21287014576697,-26.482429421779994,-1.2467661863404864,0.5962363532347412,-1.1535292382203828,0.594,-1.1444544130444527,0.5977150816743623,-1.3737735554574149,0.5971411543612083
33,LBUT,"220,762",748.0,0.0,Inferred,0.0,79,0,39.558334345559,40.51859870776298,40.52731408878052,15.352925169775212,-1.666214002355387,0.5976138015757583,-1.4636802530480821,0.594,-1.5190522558539592,0.5989472751019466,-1.7336236107099026,0.5990480407157593
34,ALIS,"221,763,876,933",748.0,0.0,Inferred,0.0,79,0,50.88588922269276,50.88611409894016,51.169283419112695,-13.463287264518497,-1.902155056115685,0.5982161884933457,-1.693168826658586,0.594,-1.76624157495301,0.5996199309126111,-1.9289131221865323,0.5998819450073914
35,PACI,"222,764,784",748.0,0.0,Inferred,0.0,79,0,39.037806662338056,39.03809978869723,39.42244154960501,-15.586101767346301,-1.635024368597543,0.5975293614832123,-1.4524478556039582,0.594,-1.4868416836059475,0.598856398933283,-1.7018493187922612,0.5988998409903578
36,SLVW,"223,765,901,950",748.0,0.0,Inferred,0.0,79,0,3.7524424442137976,7.5198159387022585,7.715724237498032,7.611720552847744,-0.230838661675856,0.5899223733271424,-0.14202947517599834,0.594,-0.07002826641575274,0.59491367106949,0.09784541218773697,0.5832234476044712
37,ALP,"224,856,923,953",354.0,0.0,Inferred,0.0,79,0,79.9673723201904,79.96751541658746,80.04562464665258,3.5872739503823086,-2.1760585526843577,0.583210329574654,-1.936644550224206,0.594,-1.9639182218705158,0.5739680655242742,-2.040286957493374,0.5759716877442774
38,OSI,"225,913,966",390.0,0.30704888916015627,Inferred,301.09075927734375,79,0,112.45436817463195,112.45446993188787,112.64524729199537,-21.901764044942766,-2.527156552276133,0.5894768656967008,-2.4591861992572723,0.594,-2.473657351340782,0.5867910629846416,-2.410406215227147,0.5864903886120125
39,PDE,"226,914,967",455.0,1.891710693359375,Inferred,150.0,79,0,95.6373950556412,95.63751470597185,95.91548442784635,-32.60238822695665,-2.376142202988092,0.5910782680692971,-2.2666019759914775,0.594,-2.322327090391923,0.5898344592466411,-2.2765882617417725,0.5888916341626019
40,MOP,"227,909,964",349.0,2.317824951171875,Inferred,300.07830810546875,79,0,124.43038592392585,124.43047788738627,124.78134708100575,-62.35553022614747,-2.5749415624417367,0.5877104315771724,-2.5914964630311568,0.594,-2.572739061537425,0.5847919240846864,-2.5067864547552277,0.5849245958992133
41,LGU,"228,382,642,656,664,665,737,908,960,963",390.0,0.30588656616210935,Inferred,300.036865234375,79,0,141.22029778213567,141.22037881191676,141.62380704805966,-86.21992258326235,-2.758518234472441,0.591450153404422,-2.8728530123795197,0.594,-2.817803616197708,0.5911959770966292,-2.7313764759727834,0.5906487902652281
42,WSS,"229,921,974",390.0,2.6350205078125,Inferred,85.74756622314453,79,0,102.27708172403806,102.27719360684354,102.69186720450647,-61.9343161286625,-2.4052796532365903,0.5882252151873965,-2.308726269793928,0.594,-2.3461080073149816,0.5848478498594991,-2.2858524570474663,0.5845496399168605
43,HLL,"230,905,959",280.0,1.1223736572265626,Inferred,320.9423828125,79,0,75.95770363108782,75.95785428126817,76.40901807789903,-48.872728654685226,-2.0469720829114646,0.5733220586681019,-1.780942227550745,0.594,-1.8834883489869498,0.5560113676783944,-1.9285548724517572,0.561838822221388
44,LGB,"231,907,962",280.0,4.502671875,Inferred,717.0183715820312,79,0,66.89992908088387,66.90010012797805,67.48128514586809,-59.37915124653074,-1.7845120226436089,0.5660825201285168,-1.6476838838694463,0.594,-1.5783076800544333,0.5506395210237027,-1.8304861983862188,0.5579254325203207
45,COO,232,280.0,4.596244140625,Inferred,706.7113037109375,79,0,77.11134646111651,77.111494857463,77.6928475691047,-70.04659938480285,-1.9078157455492548,0.5692438122100085,-1.7979231338196966,0.594,-1.7321282090457966,0.556639839551567,-1.9402787835810127,0.5622849597203653
46,LAF,"233,906,961",387.0,2.5221943359375,Inferred,468.18499755859375,79,0,87.4617084009625,87.46183923587012,88.0265904224823,-77.70022897430464,-2.2469835196982872,0.5863088184653446,-2.0830002586286467,0.594,-2.1485989350802694,0.5811409377803882,-2.143544019226263,0.5816277419896668
47,RPV,"234,918,971",515.0,0.0,Inferred,0.0,79,0,101.24574636007017,101.2458593825637,101.81759239973705,-93.12485073827274,-2.5058546618584634,0.5941732520054196,-2.397358709778373,0.594,-2.3999823354545153,0.5945179264525086,-2.3779813161388588,0.5932603839814037
48,DLA,"235,904,958",280.0,5.349873046875,Inferred,823.2176513671875,79,0,72.39489218792437,72.39505025212283,73.00278170028876,-69.49963971312177,-1.7970813226177462,0.5660438251846912,-1.728510608796328,0.594,-1.612888101978199,0.5539954100434168,-1.8913042369333561,0.5603910156153699
49,BRE,"236,902,956",280.0,3.815594482421875,Inferred,688.8037719726562,79,0,69.132572844046,69.1327383671696,69.75358649097153,-68.45342468879711,-1.8733566186052235,0.5687692100028908,-1.680518259203498,0.594,-1.6389638451126627,0.5520417470543768,-1.8557185800958969,0.5589639657441031
50,STG,"237,919,972",280.0,1.846126220703125,Inferred,0.0,79,0,72.20484906586495,72.20500754608737,72.8233669356958,-72.2033989045879,-1.9993511868511056,0.5722601121173719,-1.7257143868779892,0.594,-1.781762645216706,0.5538845345724759,-1.8892711694768871,0.5603106541300162
51,PLS,"238,916,969",748.0,0.0,Inferred,0.0,79,0,52.0044375526931,52.004657592163355,52.64821779253282,-52.00356209806865,-1.9243127516984704,0.5982671447876764,-1.7145479159889916,0.594,-1.7895669631550102,0.5996808079728786,-1.9476138007069304,0.599955205796444
52,OLI,"239,910,965",387.0,3.15256005859375,Inferred,429.1308288574219,79,0,53.72458777591082,53.724800770200574,54.36156096862185,-52.505000473440624,-1.7532344048810378,0.5792054326606922,-1.5522912116551069,0.594,-1.623979306531204,0.5697999105924836,-1.7480700839518992,0.5720434646243978
53,RIO,"240,917,970",354.0,2.8465947265625,Inferred,339.7779846191406,79,0,45.947139254199804,45.947388301741654,46.546362053098676,-39.36359162272424,-1.6115864646516673,0.5730449645658336,-1.3953554611518024,0.594,-1.449360850095717,0.5579583669812618,-1.6007076734505936,0.5624364996036432
54,CHN,"241,903,957",354.0,0.7460384521484374,Inferred,220.0,79,0,36.717518561497386,36.71783021122167,37.39778624691485,-36.71724889492399,-1.4182039987536035,0.5685496799790268,-1.2262931667735548,0.594,-1.241698009599511,0.5510093932296419,-1.4293174808042954,0.5556884344094453
56,TAB,242,748.0,0.0,Inferred,0.0,79,0,14.032911551120847,14.03372697139923,14.397870424928731,0.6798686732909106,-0.718329957022797,0.593681926123169,-0.75605458861348,0.594,-0.5374976486756767,0.5961027501672553,-0.6715399777161232,0.5917343660279387
57,PDU,"243,915,968",354.0,0.30847784423828123,Inferred,200.0,79,0,22.982168339213533,22.98266624389229,23.73733673301781,-22.979955686510877,-1.0436049292891865,0.5576770058238057,-0.9258415516040577,0.594,-0.8421492737456072,0.5367204851512957,-1.087976252464324,0.5392971341927084
64,SVD,"244,920,973",748.0,0.30638958740234373,Inferred,16.440473556518555,79,0,0.0,0.3003791021126226,3.1213707416071004,0.23612123075782054,0.1668209258831892,0.5851836191700467,0.2190870091787532,0.594,0.43359960788122576,0.5938951828522514,0.44489754649312924,0.5790454523299728
