ID,Short Name,Run IDs,Vs30,Depth 2.5 km/sec,Vs30 Type,Depth 1.0 km/sec,Source ID,Rup ID,DistanceJB,DistanceRup,DistanceSeis,DistanceX,mean (CB2008),std. dev. (CB2008),mean (Boore2008),std. dev. (Boore2008),mean (CY2008),std. dev. (CY2008),mean (AS2008),std. dev. (AS2008)
18,USC,"747,778,801,827,930,983",280.0,3.874125,Inferred,575.8070068359375,79,0,75.30275212638456,75.30290408685386,75.83904739841611,-61.03405904158739,-2.593717830748457,0.5053893979879766,-2.300263594285556,0.566,-2.6466008369752467,0.5086573583473379,-2.5237060393832347,0.5292348431270254
19,PAS,"748,785",748.0,0.30839474487304686,Inferred,8.46961498260498,79,0,60.0223572934156,60.022547939625476,60.5315680240668,-43.42041621268189,-2.787444164536835,0.5241962793646473,-2.4788538516248746,0.566,-2.689264566178294,0.5327102249139845,-2.717927743876871,0.5551554663311845
20,LADT,"749,831",390.0,2.613642578125,Inferred,305.8071594238281,79,0,71.33032296608515,71.33048338930706,71.86159632110079,-56.570640958581244,-2.7252907077279342,0.5144936247011479,-2.398136237973596,0.566,-2.6905440496366313,0.5216148305715156,-2.5995903266465077,0.5405099775916002
21,LBP,750,236.0,2.31894775390625,Inferred,421.5738525390625,79,0,87.99571888717098,87.99584892809555,88.59037221519556,-84.12907018838929,-2.7766670202230586,0.5046671997746796,-2.344047137223616,0.566,-2.7611638195655113,0.5037460222332155,-2.5828382905486404,0.5251681034470411
22,WNGC,"751,781,811,823,829",280.0,2.805896240234375,Inferred,504.44607543945307,79,0,56.35454057895388,56.354743633266196,56.942699668838806,-49.23412214178517,-2.4601519342679667,0.5026917993400198,-2.037118414162487,0.566,-2.365927492633943,0.5029894825234233,-2.309120938761104,0.5228795059222386
23,SABD,752,280.0,2.36867041015625,Inferred,364.7810363769531,79,0,68.90223823332086,68.90240430977354,69.52282327864872,-68.90202617092487,-2.6189156175787667,0.5058647995032975,-2.210801062525157,0.566,-2.5579081868385134,0.5069403885675949,-2.457480064571506,0.527399188114345
24,SBSM,"753,782,810",280.0,1.824324951171875,Inferred,325.2884521484375,79,0,11.38219383391622,11.383199136404391,12.32775105344003,-11.378041739296537,-1.3631114966114488,0.4674250959553008,-1.2229416572552312,0.566,-1.1300972023129718,0.4746373550844155,-1.258384771475471,0.47117964037865895
25,FFI,754,390.0,4.94453857421875,Inferred,89.78324127197266,79,0,87.95855621675591,87.95868631262296,88.30062653394175,-39.75480518185273,-2.7033695380016702,0.5142577857012778,-2.644618614438935,0.566,-2.9168830761679403,0.523491434942367,-2.761751924889428,0.5429539758173358
26,CCP,755,387.0,3.22153369140625,Inferred,381.51092529296875,79,0,84.48385005352768,84.48398550005288,84.98120854561596,-63.06564303062244,-2.8360940953561555,0.5154921294293277,-2.59031974135937,0.566,-2.869117955924574,0.5229077537330695,-2.727537487364014,0.5422922847972794
27,SMCA,756,387.0,2.479776611328125,Inferred,526.83056640625,79,0,92.8864553410822,92.88657853499102,93.38679553911926,-70.85948754112827,-2.9425199768390504,0.5164842866938726,-2.713299602160316,0.566,-2.976592912860568,0.5237648320451844,-2.8011701187641034,0.543332539350528
28,PTWN,215,748.0,0.0,Inferred,0.0,79,0,23.67737783853591,27.008765086752096,27.008765086752096,27.415661356422003,-2.094883221076672,0.522787676786235,-1.7650806816981977,0.566,-1.8513907380917216,0.532080898071737,-1.9668127209491038,0.5527543702161157
29,PERR,"216,758",748.0,0.0,Inferred,0.0,79,0,35.94868459960207,35.94900291451578,36.62671882162381,-35.94830353486208,-2.3643052023408595,0.5234330391127355,-2.038927997723511,0.566,-2.177748525197917,0.5323324613645771,-2.3103586290056963,0.5540370079315247
30,GAVI,"217,759",748.0,0.0,Inferred,0.0,79,0,42.31684260270281,42.31711301551798,42.975668651487034,-42.31512218635864,-2.501939383274162,0.5237120355683204,-2.1640408464633323,0.566,-2.3377617664565236,0.5324544537996123,-2.4394413651874136,0.5544340325526347
31,MBRD,"218,760,783",387.0,0.3061561279296875,Inferred,150.0,79,0,25.190869916346557,25.19132416623809,25.927965976908848,-25.189698127441833,-1.9216216272414053,0.5020095033841007,-1.6135042209460715,0.566,-1.7052012003233845,0.5113338723464879,-1.8198835351633391,0.5222111216293832
32,PEDL,"219,761,834,875,932",748.0,0.3061571044921875,Inferred,150.0,79,0,26.483309350195828,26.483741432138455,27.21287014576697,-26.482429421779994,-2.097889491227549,0.5227956582969944,-1.8329238727352741,0.566,-1.956521455071584,0.5321078578743922,-2.0708293903186834,0.5531797911559634
33,LBUT,"220,762",748.0,0.0,Inferred,0.0,79,0,39.558334345559,40.51859870776298,40.52731408878052,15.352925169775212,-2.4592046956555036,0.5236288166312576,-2.1108745004200764,0.566,-2.288700362331305,0.5324172949623364,-2.405001478556186,0.5543322592496595
