ID,Short Name,Run IDs,Vs30,Depth 2.5 km/sec,Vs30 Type,Depth 1.0 km/sec,Source ID,Rup ID,DistanceJB,DistanceRup,DistanceSeis,DistanceX,mean (CB2008),std. dev. (CB2008),mean (Boore2008),std. dev. (Boore2008),mean (CY2008),std. dev. (CY2008),mean (AS2008),std. dev. (AS2008)
18,USC,"747,778,801,827,930,983",280.0,3.874125,Inferred,575.8070068359375,79,0,75.30275212638456,75.30290408685386,75.83904739841611,-61.03405904158739,-3.14987395291128,0.6462507253380844,-3.2222301555842963,0.695,-3.3727228767755957,0.70151883351184,-3.0182569104885735,0.6646239538265228
19,PAS,"748,785",748.0,0.30839474487304686,Inferred,8.46961498260498,79,0,60.0223572934156,60.022547939625476,60.5315680240668,-43.42041621268189,-4.189140258882806,0.6462507253380844,-3.805917903398054,0.695,-4.228882553838077,0.703446990459277,-3.9250099151380886,0.6646239538265228
20,LADT,"749,831",390.0,2.613642578125,Inferred,305.8071594238281,79,0,71.33032296608515,71.33048338930706,71.86159632110079,-56.570640958581244,-3.5766860980031523,0.6462507253380844,-3.4449485987284594,0.695,-3.8885776427969514,0.7021075209990638,-3.4387000824334555,0.6646239538265228
21,LBP,750,236.0,2.31894775390625,Inferred,421.5738525390625,79,0,87.99571888717098,87.99584892809555,88.59037221519556,-84.12907018838929,-3.321966378733501,0.6462507253380844,-3.155999892637221,0.695,-3.5116983475915315,0.7013977091493677,-3.2690700171835587,0.6646239538265228
22,WNGC,"751,781,811,823,829",280.0,2.805896240234375,Inferred,504.44607543945307,79,0,56.35454057895388,56.354743633266196,56.942699668838806,-49.23412214178517,-3.128815204741822,0.6462507253380844,-3.0297352496238794,0.695,-3.2562193710015057,0.701203529830553,-2.909936584646579,0.6646239538265228
23,SABD,752,280.0,2.36867041015625,Inferred,364.7810363769531,79,0,68.90223823332086,68.90240430977354,69.52282327864872,-68.90202617092487,-3.2790651913401305,0.6462507253380844,-3.1616461282678907,0.695,-3.555558827474917,0.7014267328293785,-3.218560786169674,0.6646239538265228
24,SBSM,"753,782,810",280.0,1.824324951171875,Inferred,325.2884521484375,79,0,11.38219383391622,11.383199136404391,12.32775105344003,-11.378041739296537,-1.9698757767143693,0.6462507253380844,-2.085262728857309,0.695,-2.077789274608206,0.6993548191297486,-2.179162233104506,0.6646239538265228
25,FFI,754,390.0,4.94453857421875,Inferred,89.78324127197266,79,0,87.95855621675591,87.95868631262296,88.30062653394175,-39.75480518185273,-3.349820284660925,0.6462507253380844,-3.5974113545559034,0.695,-4.024856603501564,0.702267766700948,-3.9816269666780335,0.6646239538265228
26,CCP,755,387.0,3.22153369140625,Inferred,381.51092529296875,79,0,84.48385005352768,84.48398550005288,84.98120854561596,-63.06564303062244,-3.6433321295411774,0.6462507253380844,-3.5618382932146258,0.695,-3.969350471615293,0.7022230973412444,-3.448742389542357,0.6646239538265228
27,SMCA,756,387.0,2.479776611328125,Inferred,526.83056640625,79,0,92.8864553410822,92.88657853499102,93.38679553911926,-70.85948754112827,-3.768047922042696,0.6462507253380844,-3.6325199127038488,0.695,-3.855544541554373,0.7022928124618724,-3.368745806171348,0.6646239538265228
28,PTWN,215,748.0,0.0,Inferred,0.0,79,0,23.67737783853591,27.008765086752096,27.008765086752096,27.415661356422003,-3.6788348614697965,0.6462507253380844,-3.2035481107902575,0.695,-3.5532006803051748,0.7031694630463639,-3.369703531644608,0.6646239538265228
29,PERR,"216,758",748.0,0.0,Inferred,0.0,79,0,35.94868459960207,35.94900291451578,36.62671882162381,-35.94830353486208,-3.8998725848507694,0.6462507253380844,-3.4654496041248652,0.695,-3.8147756785060625,0.7032738230903415,-3.601638439877186,0.6646239538265228
30,GAVI,"217,759",748.0,0.0,Inferred,0.0,79,0,42.31684260270281,42.31711301551798,42.975668651487034,-42.31512218635864,-4.021001084792452,0.6462507253380844,-3.5711681531053525,0.695,-3.9547666149380665,0.7033317744962296,-3.7041563596012943,0.6646239538265228
31,MBRD,"218,760,783",387.0,0.3061561279296875,Inferred,150.0,79,0,25.190869916346557,25.19132416623809,25.927965976908848,-25.189698127441833,-3.0054784325910093,0.6462507253380844,-2.754045186245178,0.695,-3.029318968179603,0.701089786875645,-3.045495779378781,0.6646239538265228
32,PEDL,"219,761,834,875,932",748.0,0.3061571044921875,Inferred,150.0,79,0,26.483309350195828,26.483741432138455,27.21287014576697,-26.482429421779994,-3.582515184474228,0.6462507253380844,-3.2726627059266704,0.695,-3.6636047638210556,0.703164531133882,-3.304641535697398,0.6646239538265228
33,LBUT,"220,762",748.0,0.0,Inferred,0.0,79,0,39.558334345559,40.51859870776298,40.52731408878052,15.352925169775212,-3.9868100512820686,0.6462507253380844,-3.5272116266634006,0.695,-3.9175725151270533,0.7033162781885299,-3.676814163416321,0.6646239538265228
34,ALIS,"221,763,876,933",748.0,0.0,Inferred,0.0,79,0,50.88588922269276,50.88611409894016,51.169283419112695,-13.463287264518497,-4.158372776721301,0.6462507253380844,-3.6934821128535127,0.695,-4.104202105699034,0.7033944854525014,-3.8205178600034078,0.6646239538265228
35,PACI,"222,764,784",748.0,0.0,Inferred,0.0,79,0,39.037806662338056,39.03809978869723,39.42244154960501,-15.586101767346301,-3.9610479370487632,0.6462507253380844,-3.518618386159881,0.695,-3.8863391569276637,0.7033033157483779,-3.6534028880508327,0.6646239538265228
36,SLVW,"223,765,901,950",748.0,0.0,Inferred,0.0,79,0,3.7524424442137976,7.5198159387022585,7.715724237498032,7.611720552847744,-2.7739830148121185,0.6462507253380844,-2.230121458614106,0.695,-2.5536298416153578,0.7028548799116278,-2.475203492942019,0.6646239538265228
37,ALP,"224,856,923,953",354.0,0.0,Inferred,0.0,79,0,79.9673723201904,79.96751541658746,80.04562464665258,3.5872739503823086,-3.882810100880997,0.6462507253380844,-3.455606091901815,0.695,-3.7539231226960807,0.7020080700882575,-4.106987120269291,0.6646239538265228
38,OSI,"225,913,966",390.0,0.30704888916015627,Inferred,301.09075927734375,79,0,112.45436817463195,112.45446993188787,112.64524729199537,-21.901764044942766,-4.12551859631205,0.6462507253380844,-3.7857883352205577,0.695,-4.175331154672815,0.7024403784866071,-3.734369218347081,0.6646239538265228
39,PDE,"226,914,967",455.0,1.891710693359375,Inferred,150.0,79,0,95.6373950556412,95.63751470597185,95.91548442784635,-32.60238822695665,-3.9226485252005086,0.6462507253380844,-3.7743788533490674,0.695,-4.215430073255596,0.7026190036750438,-3.9381543488953117,0.6646239538265228
40,MOP,"227,909,964",349.0,2.317824951171875,Inferred,300.07830810546875,79,0,124.43038592392585,124.43047788738627,124.78134708100575,-62.35553022614747,-3.9024152476769878,0.6462507253380844,-3.784805063874783,0.695,-4.136226515988122,0.7023252725327023,-3.7529297282896255,0.6646239538265228
41,LGU,"228,382,642,656,664,665,737,908,960,963",390.0,0.30588656616210935,Inferred,300.036865234375,79,0,141.22029778213567,141.22037881191676,141.62380704805966,-86.21992258326235,-4.296638721556908,0.6462507253380844,-3.9720447380411383,0.695,-4.31239040171768,0.7025922647163155,-3.8807270101430107,0.6646239538265228
42,WSS,"229,921,974",390.0,2.6350205078125,Inferred,85.74756622314453,79,0,102.27708172403806,102.27719360684354,102.69186720450647,-61.9343161286625,-3.8465379248570906,0.6462507253380844,-3.711672294718204,0.695,-4.1179677363122975,0.7023752228559392,-4.089502470453045,0.6646239538265228
43,HLL,"230,905,959",280.0,1.1223736572265626,Inferred,320.9423828125,79,0,75.95770363108782,75.95785428126817,76.40901807789903,-48.872728654685226,-3.352007778860074,0.6462507253380844,-3.228219498342703,0.695,-3.6328136093280894,0.7015276123630917,-3.3503834120482603,0.6646239538265228
44,LGB,"231,907,962",280.0,4.502671875,Inferred,717.0183715820312,79,0,66.89992908088387,66.90010012797805,67.48128514586809,-59.37915124653074,-2.9448744022296145,0.6462507253380844,-3.1418613243807907,0.695,-3.175837868891044,0.7013952967128331,-2.8166215187744195,0.6646239538265228
45,COO,232,280.0,4.596244140625,Inferred,706.7113037109375,79,0,77.11134646111651,77.111494857463,77.6928475691047,-70.04659938480285,-3.0353277734597865,0.6462507253380844,-3.23868111054229,0.695,-3.2776242362429224,0.7015428115488795,-2.9151628468982507,0.6646239538265228
46,LAF,"233,906,961",387.0,2.5221943359375,Inferred,468.18499755859375,79,0,87.4617084009625,87.46183923587012,88.0265904224823,-77.70022897430464,-3.722973616730693,0.6462507253380844,-3.5874842133334237,0.695,-3.8945649997209077,0.7022488608448917,-3.382236110055314,0.6646239538265228
47,RPV,"234,918,971",515.0,0.0,Inferred,0.0,79,0,101.24574636007017,101.2458593825637,101.81759239973705,-93.12485073827274,-4.3669198690802125,0.6462507253380844,-3.9095961807824398,0.695,-4.238458693664583,0.70288762821816,-4.256896955400841,0.6646239538265228
48,DLA,"235,904,958",280.0,5.349873046875,Inferred,823.2176513671875,79,0,72.39489218792437,72.39505025212283,73.00278170028876,-69.49963971312177,-2.8732586388859085,0.6462507253380844,-3.1951825493406085,0.695,-3.182135916322819,0.7014784706387993,-2.7861343861444725,0.6646239538265228
49,BRE,"236,902,956",280.0,3.815594482421875,Inferred,688.8037719726562,79,0,69.132572844046,69.1327383671696,69.75358649097153,-68.45342468879711,-3.0977164882383166,0.6462507253380844,-3.163895133474962,0.695,-3.2160747676407677,0.7014302627631538,-2.860739511198112,0.6646239538265228
50,STG,"237,919,972",280.0,1.846126220703125,Inferred,0.0,79,0,72.20484906586495,72.20500754608737,72.8233669356958,-72.2033989045879,-3.31409042825064,0.6462507253380844,-3.1933880553939806,0.695,-3.475921470469983,0.7014757503432401,-4.042170063113398,0.6646239538265228
51,PLS,"238,916,969",748.0,0.0,Inferred,0.0,79,0,52.0044375526931,52.004657592163355,52.64821779253282,-52.00356209806865,-4.174593640160788,0.6462507253380844,-3.7081204242190218,0.695,-4.121123374822117,0.7034016121830133,-3.8342630927101475,0.6646239538265228
52,OLI,"239,910,965",387.0,3.15256005859375,Inferred,429.1308288574219,79,0,53.72458777591082,53.724800770200574,54.36156096862185,-52.505000473440624,-3.3212175563647897,0.6462507253380844,-3.2424757272075047,0.695,-3.607683884573364,0.70184693925034,-3.1110509354071416,0.6646239538265228
53,RIO,"240,917,970",354.0,2.8465947265625,Inferred,339.7779846191406,79,0,45.947139254199804,45.947388301741654,46.546362053098676,-39.36359162272424,-3.1688230680187988,0.6462507253380844,-3.071773831554926,0.695,-3.4735381811086676,0.7014847721200198,-3.0698479099586553,0.6646239538265228
54,CHN,"241,903,957",354.0,0.7460384521484374,Inferred,220.0,79,0,36.717518561497386,36.71783021122167,37.39778624691485,-36.71724889492399,-3.078306583750088,0.6462507253380844,-2.925448808596735,0.695,-3.286576406845787,0.7012407675331408,-3.122022815188583,0.6646239538265228
56,TAB,242,748.0,0.0,Inferred,0.0,79,0,14.032911551120847,14.03372697139923,14.397870424928731,0.6798686732909106,-3.2184433812525737,0.6462507253380844,-2.8909864000597327,0.695,-2.988150136204219,0.7029726028600461,-2.9491441257214683,0.6646239538265228
57,PDU,"243,915,968",354.0,0.30847784423828123,Inferred,200.0,79,0,22.982168339213533,22.98266624389229,23.73733673301781,-22.979955686510877,-2.8646732541107296,0.6462507253380844,-2.6316894740560612,0.695,-2.8668829019285145,0.7007288205812939,-2.8715899117603283,0.6646239538265228
64,SVD,"244,920,973",748.0,0.30638958740234373,Inferred,16.440473556518555,79,0,0.0,0.3003791021126226,3.1213707416071004,0.23612123075782054,-2.07649001289249,0.6462507253380844,-1.9339190077891573,0.695,-1.8995916236494828,0.7027312513427095,-2.139569515730931,0.6646239538265228
66,FIL,245,280.0,6.65884716796875,Inferred,982.72509765625,79,0,125.25655359213141,125.2566449490193,125.55789567850012,-51.15798479369365,-3.129359156981638,0.6462507253380844,-3.603736014753883,0.695,-3.487766506459084,0.701990037025882,-3.0304078657328852,0.6646239538265228
67,LAPD,246,515.0,0.0,Inferred,0.0,79,0,59.003256036127695,59.00344997515854,59.143198095886476,-1.5284181103247598,-3.962810668227853,0.6462507253380844,-3.517922728435209,0.695,-3.8814767667466143,0.7025835025498932,-3.9141637087683048,0.6646239538265228
68,STNI,"247,786,790,805,825,830",280.0,5.97972607421875,Inferred,874.417724609375,79,0,72.00677503355018,72.0069339497142,72.59011656262068,-65.00801881787483,-2.788538634976675,0.6462507253380844,-3.191514124426388,0.695,-3.1636324002830323,0.7014729039054745,-2.747346820499944,0.6646239538265228
73,TEST,"312,333,335,438,439,492,633,644,718,736,742,776,777,796,797,799,800,802,819,820,821,826,835,836,878,885,887,888,889,890,895,896,912,922,931,944,949,952,976,977,984,989,990,993,994,996,997,1000,1001,1002,1004",280.0,3.874125,Inferred,575.8070068359375,79,0,75.30275212638456,75.30290408685386,75.83904739841611,-61.03405904158739,-3.14987395291128,0.6462507253380844,-3.2222301555842963,0.695,-3.3727228767755957,0.70151883351184,-3.0182569104885735,0.6646239538265228
84,BVH,"309,342,493",387.0,3.3565380859375,Inferred,503.53207397460943,79,0,60.70486715132633,60.705055654091744,61.28967804729447,-53.384461913675516,-3.3647498050978193,0.6462507253380844,-3.326084284460486,0.695,-3.602556316449478,0.7019563421349969,-3.1186770679451428,0.6646239538265228
85,EMCH,310,280.0,3.1129189453125,Inferred,372.3587646484375,79,0,51.85046951468662,51.85069020755311,52.44183600122128,-44.846711501028395,-3.0388954872577125,0.6462507253380844,-2.9768088401452824,0.695,-3.3440943341630285,0.701104912266196,-3.027154254691845,0.6646239538265228
86,SGRTT,336,354.0,1.9878197021484374,Inferred,160.0,79,0,42.02295548199715,42.023227785929436,42.624782341381824,-35.38427569283912,-3.102370154665929,0.6462507253380844,-3.013007381378895,0.695,-3.401773966323439,0.7013891128898596,-3.326552205879802,0.6646239538265228
87,CSDH,311,387.0,3.345405517578125,Inferred,504.85052490234375,79,0,82.32559727854157,82.32573627593504,82.90459596914138,-75.04137861089553,-3.5951997483404807,0.6462507253380844,-3.542807334755378,0.695,-3.8077867877520415,0.702203613474426,-3.310800680665873,0.6646239538265228
88,HUMC,328,387.0,4.1108271484375,Inferred,441.32232666015625,79,0,87.08123959010678,87.08137099664759,87.65885891259659,-79.72153064518326,-3.4780292383211378,0.6462507253380844,-3.5842456449228512,0.695,-3.9262542179471698,0.7022456378096135,-3.4051795216546203,0.6646239538265228
89,SGCD,329,748.0,0.30706057739257814,Inferred,16.440473556518555,79,0,31.190688896426543,31.191055768278563,31.802606426165365,-24.407497113374333,-3.7026994815059693,0.6462507253380844,-3.3750779603610095,0.695,-3.691368725843076,0.7032226879092979,-3.51281292492302,0.6646239538265228
90,TRA,"249,330",387.0,1.782902099609375,Inferred,309.8696594238281,79,0,92.35680011605396,92.35692401646419,92.93046256928626,-84.3869367857136,-3.7637641356708844,0.6462507253380844,-3.62821302956549,0.695,-4.048391797406662,0.7022886771923158,-3.593451369094365,0.6646239538265228
91,RHCH,"343,925,981",390.0,0.40716253662109375,Inferred,303.3254089355469,79,0,94.76262784575589,94.76274860059425,95.33689711841004,-86.98813158559483,-3.9672121050890143,0.6462507253380844,-3.653341287136499,0.695,-4.071243853240523,0.7023215364390047,-3.622475058529206,0.6646239538265228
99,MRSD,344,748.0,0.3081188659667969,Inferred,16.440473556518555,79,0,34.218913268429766,34.21924767405788,34.838158796270626,-28.232869464002867,-3.7708995943075303,0.6462507253380844,-3.433893117505148,0.695,-3.7741212163138544,0.7032560706658516,-3.5707349329748,0.6646239538265228
128,P14,358,390.0,2.3359453125,Inferred,304.92254638671875,79,0,72.48070553699907,72.48086341405823,73.00402639531934,-56.478988313916986,-3.588656403344919,0.6462507253380844,-3.45635901150542,0.695,-3.8993511294990975,0.7021202903126369,-3.450053973762361,0.6646239538265228
134,P25,437,748.0,0.3071926574707031,Inferred,150.0,79,0,91.21120171775596,91.2113271743338,91.68563368145061,-64.73600524880119,-4.502618738260797,0.6462507253380844,-4.106476559642181,0.695,-4.632688347779412,0.7035635684334327,-4.084095393108345,0.6646239538265228
135,P24,436,748.0,0.307747314453125,Inferred,150.0,79,0,92.5869512386738,92.58707483109485,93.03714201530165,-61.47723469007372,-4.513666568184398,0.6462507253380844,-4.117730741676985,0.695,-4.642013510990907,0.7035673670239874,-4.093608763702956,0.6646239538265228
136,P23,367,390.0,0.9179027099609375,Inferred,88.0196533203125,79,0,93.52693859690244,93.52706094716629,93.96118072426246,-59.310509727774914,-3.8041569457765108,0.6462507253380844,-3.6434173481141516,0.695,-4.063129231599632,0.7023121678029367,-4.025841740683004,0.6646239538265228
137,P22,366,280.0,2.6350205078125,Inferred,87.282958984375,79,0,94.4868380051364,94.48695911243564,94.90570877419289,-57.22030203136312,-3.5154645137229603,0.6462507253380844,-3.384544338388043,0.695,-3.7715711882400442,0.7017386158719096,-4.069952848785762,0.6646239538265228
138,P21,365,280.0,2.6350205078125,Inferred,220.0,79,0,95.96288877494513,95.96300801943781,96.36663021462084,-55.481116605055156,-3.5270776281747116,0.6462507253380844,-3.396064524940601,0.695,-3.7811195967582547,0.7017529440663317,-3.6986714493768678,0.6646239538265228
139,P20,364,390.0,2.750307861328125,Inferred,16.440473556518555,79,0,97.62479278385327,97.62490999840402,98.01466276603892,-54.02316448791293,-3.8116546685224866,0.6462507253380844,-3.6759561595255428,0.695,-3.9691669961215785,0.7023426239478775,-4.233745415424493,0.6646239538265228
149,P1,"345,927,982",390.0,6.09691943359375,Inferred,97.69657897949219,79,0,86.13162071893963,86.13175357426242,86.48758985817851,-40.98971733617418,-3.1806696929506333,0.6462507253380844,-3.581828672801048,0.695,-4.011627175900732,0.7022523475457864,-3.9456986100190194,0.6646239538265228
150,P2,346,455.0,4.5495048828125,Inferred,215.1052703857422,79,0,83.92874938159072,83.92888572395121,84.30383643701198,-42.73612744792547,-3.5047285610969987,0.6462507253380844,-3.676765974857119,0.695,-4.133658409243451,0.7025384024300237,-3.7539274550415285,0.6646239538265228
151,P3,347,280.0,2.387978271484375,Inferred,341.7325439453125,79,0,80.56687140045797,80.56701343207484,80.96739884220376,-44.54455560128942,-3.3961056551579,0.6462507253380844,-3.2693735111047655,0.695,-3.668944240374495,0.7015864410429269,-3.3536143458839565,0.6646239538265228
152,P4,348,280.0,1.15811181640625,Inferred,327.37982177734375,79,0,76.48912125689252,76.48927086041417,76.91569001690036,-45.62530975329736,-3.3572258745370287,0.6462507253380844,-3.233052390517795,0.695,-3.6373208645096224,0.7015346550277995,-3.3440242503009734,0.6646239538265228
153,P5,349,280.0,1.123426025390625,Inferred,330.59228515625,79,0,73.33101513098264,73.33117117738269,73.77869604157264,-46.33563658984178,-3.325670689385111,0.6462507253380844,-3.2039731089827352,0.695,-3.609174370281943,0.7014917193994802,-3.3119498787688357,0.6646239538265228
154,P6,350,280.0,0.9202733764648438,Inferred,321.26031494140625,79,0,71.06591345635947,71.06607447645445,71.53179768928541,-47.12230561746226,-3.3261128100623427,0.6462507253380844,-3.1825619931831133,0.695,-3.5884121560546656,0.701459224719633,-3.30760073383982,0.6646239538265228
