ID,Short Name,Run IDs,Vs30,Depth 2.5 km/sec,Vs30 Type,Depth 1.0 km/sec,Source ID,Rup ID,DistanceJB,DistanceRup,DistanceSeis,DistanceX,mean (CB2008),std. dev. (CB2008),mean (Boore2008),std. dev. (Boore2008),mean (CY2008),std. dev. (CY2008),mean (AS2008),std. dev. (AS2008)
18,USC,"747,778,801,827,930,983",280.0,3.874125,Inferred,575.8070068359375,79,0,75.30275212638456,75.30290408685386,75.83904739841611,-61.03405904158739,-4.51264260589129,0.8246902448798579,-4.8744021686202625,0.801,-5.54384771086119,0.78030565357429,-4.526973952605862,0.7294518489934754
19,PAS,"748,785",748.0,0.30839474487304686,Inferred,8.46961498260498,79,0,60.0223572934156,60.022547939625476,60.5315680240668,-43.42041621268189,-5.610701503258541,0.8246902448798579,-5.383008695119278,0.801,-6.1009658112068585,0.78030565357429,-5.624225251325576,0.7294518489934754
20,LADT,"749,831",390.0,2.613642578125,Inferred,305.8071594238281,79,0,71.33032296608515,71.33048338930706,71.86159632110079,-56.570640958581244,-4.998244060319925,0.8246902448798579,-5.065925410488701,0.801,-6.010336566807376,0.78030565357429,-5.125861860890749,0.7294518489934754
21,LBP,750,236.0,2.31894775390625,Inferred,421.5738525390625,79,0,87.99571888717098,87.99584892809555,88.59037221519556,-84.12907018838929,-4.743521610961904,0.8246902448798579,-4.830009573481361,0.801,-5.708585055914669,0.78030565357429,-4.964964212778146,0.7294518489934754
22,WNGC,"751,781,811,823,829",280.0,2.805896240234375,Inferred,504.44607543945307,79,0,56.35454057895388,56.354743633266196,56.942699668838806,-49.23412214178517,-4.550377960065072,0.8246902448798579,-4.702760067268854,0.801,-5.429986337037169,0.78030565357429,-4.476539951777473,0.7294518489934754
23,SABD,752,280.0,2.36867041015625,Inferred,364.7810363769531,79,0,68.90223823332086,68.90240430977354,69.52282327864872,-68.90202617092487,-4.700623724631643,0.8246902448798579,-4.820370094636002,0.801,-5.730091139716383,0.78030565357429,-4.92698576054904,0.7294518489934754
24,SBSM,"753,782,810",280.0,1.824324951171875,Inferred,325.2884521484375,79,0,11.38219383391622,11.383199136404391,12.32775105344003,-11.378041739296537,-3.3917367295893057,0.8246902448798579,-3.877187208546218,0.801,-4.256514209065096,0.78030565357429,-3.937718118500489,0.7294518489934754
25,FFI,754,390.0,4.94453857421875,Inferred,89.78324127197266,79,0,87.95855621675591,87.95868631262296,88.30062653394175,-39.75480518185273,-4.656075268800478,0.8246902448798579,-5.2005087426476155,0.801,-6.143124464446716,0.78030565357429,-5.854567580853676,0.7294518489934754
26,CCP,755,387.0,3.22153369140625,Inferred,381.51092529296875,79,0,84.48385005352768,84.48398550005288,84.98120854561596,-63.06564303062244,-5.0487524949464335,0.8246902448798579,-5.169069765432459,0.801,-6.086444609091901,0.78030565357429,-5.041429273254383,0.7294518489934754
27,SMCA,756,387.0,2.479776611328125,Inferred,526.83056640625,79,0,92.8864553410822,92.88657853499102,93.38679553911926,-70.85948754112827,-5.189602617839695,0.8246902448798579,-5.2316609622335655,0.801,-5.968833785585432,0.78030565357429,-4.820234157349308,0.7294518489934754
28,PTWN,215,748.0,0.0,Inferred,0.0,79,0,23.67737783853591,27.008765086752096,27.008765086752096,27.415661356422003,-5.110380308707183,0.8246902448798579,-4.859973770836431,0.801,-5.436840945857678,0.78030565357429,-5.1224790501129895,0.7294518489934754
29,PERR,"216,758",748.0,0.0,Inferred,0.0,79,0,35.94868459960207,35.94900291451578,36.62671882162381,-35.94830353486208,-5.321453920152427,0.8246902448798579,-5.086272262643819,0.801,-5.691836271295723,0.78030565357429,-5.300853776064674,0.7294518489934754
30,GAVI,"217,759",748.0,0.0,Inferred,0.0,79,0,42.31684260270281,42.31711301551798,42.975668651487034,-42.31512218635864,-5.4425737022343785,0.8246902448798579,-5.178079058642089,0.801,-5.8305975647135435,0.78030565357429,-5.403371695788782,0.7294518489934754
31,MBRD,"218,760,783",387.0,0.3061561279296875,Inferred,150.0,79,0,25.190869916346557,25.19132416623809,25.927965976908848,-25.189698127441833,-4.427092207903889,0.8246902448798579,-4.464498114037955,0.801,-5.158853526496668,0.78030565357429,-4.920729841244315,0.7294518489934754
32,PEDL,"219,761,834,875,932",748.0,0.3061571044921875,Inferred,150.0,79,0,26.483309350195828,26.483741432138455,27.21287014576697,-26.482429421779994,-5.004122893431939,0.8246902448798579,-4.919542733300691,0.801,-5.687282974227341,0.78030565357429,-5.003856871884886,0.7294518489934754
33,LBUT,"220,762",748.0,0.0,Inferred,0.0,79,0,39.558334345559,40.51859870776298,40.52731408878052,15.352925169775212,-5.410280568626067,0.8246902448798579,-5.13987273730851,0.801,-5.794316731701251,0.78030565357429,-5.376029499603809,0.7294518489934754
34,ALIS,"221,763,876,933",748.0,0.0,Inferred,0.0,79,0,50.88588922269276,50.88611409894016,51.169283419112695,-13.463287264518497,-5.5799384201280775,0.8246902448798579,-5.284661628087951,0.801,-5.97826518592008,0.78030565357429,-5.519733196190896,0.7294518489934754
35,PACI,"222,764,784",748.0,0.0,Inferred,0.0,79,0,39.037806662338056,39.03809978869723,39.42244154960501,-15.586101767346301,-5.382624511686674,0.8246902448798579,-5.132409372250978,0.801,-5.7628142512962715,0.78030565357429,-5.352618224238321,0.7294518489934754
36,SLVW,"223,765,901,950",748.0,0.0,Inferred,0.0,79,0,3.7524424442137976,7.5198159387022585,7.715724237498032,7.611720552847744,-4.236131825076831,0.8246902448798579,-4.038127975274839,0.801,-4.439782750078374,0.78030565357429,-4.396767078196888,0.7294518489934754
37,ALP,"224,856,923,953",354.0,0.0,Inferred,0.0,79,0,79.9673723201904,79.96751541658746,80.04562464665258,3.5872739503823086,-5.304366436298804,0.8246902448798579,-5.075547003432892,0.801,-5.744894401479614,0.78030565357429,-5.806202456456779,0.7294518489934754
38,OSI,"225,913,966",390.0,0.30704888916015627,Inferred,301.09075927734375,79,0,112.45436817463195,112.45446993188787,112.64524729199537,-21.901764044942766,-5.547071800171297,0.8246902448798579,-5.367922461402257,0.801,-6.288182698270729,0.78030565357429,-5.428331041889856,0.7294518489934754
39,PDE,"226,914,967",455.0,1.891710693359375,Inferred,150.0,79,0,95.6373950556412,95.63751470597185,95.91548442784635,-32.60238822695665,-5.3442029547622285,0.8246902448798579,-5.356461006856776,0.801,-6.306530644707733,0.78030565357429,-5.765312211162259,0.7294518489934754
